score,cat,signals,penalties,year,source,pmid,doi,journal,title,authors,first_pdate,abstract
-8,likely_mr,prot:abs|gwas:abs,MR|coloc|drug-target,2025,MED,38976909,10.1097/js9.0000000000001925,"International journal of surgery (London, England)",Exploring potential plasma drug targets for cholelithiasis through multiancestry Mendelian randomization.,"Liu X, Shi L, Zhang S, Zhou A.",2025-01-01,"<h4>Background</h4>Cholelithiasis poses significant health and economic burdens, necessitating novel pharmacological targets to enhance treatment efficacy.<h4>Method</h4>Based on genome-wide association analysis studies, the authors performed a two-sample Mendelian randomization (MR) analysis based on plasma proteomics to explore potential drug targets in European (n Case =40 191 and n Control =361 641) and Asian (n Case =9305 and n Control =168 253) populations. The authors confirmed the directionality and robust correlation of the drug targets with the results through reverse MR analysis, St"
-8,likely_mr,prot:abs|gwas:abs,MR|coloc|drug-target,2025,MED,39181687,10.1136/svn-2023-003076,Stroke and vascular neurology,PRCP is a promising drug target for intracranial aneurysm rupture supported via multi-omics analysis.,"Wu J, Mei Y, Li X, Yu WK, Zhou ZH, Yang Y, Niu P, Wang Y, Shi CH, Zhu H, He W, Gao Y, Xu Y, Li Y.",2025-04-29,"<h4>Background</h4>Cerebral aneurysms are life-threatening cerebrovascular disorders. Currently, there are no effective treatments for preventing disease progression. Mendelian randomisation (MR) is widely used to repurify licensed drugs and identify new therapeutic targets. Therefore, this study aims to investigate effective drug targets for preventing the formation and rupture of cerebral aneurysms and analyse their potential mechanisms.<h4>Methods</h4>We performed a comprehensive study integrating two-sample MR analysis, colocalisation analysis and summary data-based Mendelian randomisation"
-8,likely_mr,prot:abs|gwas:abs|cohort,MR|drug-target|meta,2024,MED,38572516,10.1111/acel.14171,Aging cell,Identification of prospective aging drug targets via Mendelian randomization analysis.,"Mao R, Li J, Xiao W.",2024-04-04,"Aging represents a multifaceted process culminating in the deterioration of biological functions. Despite the introduction of numerous anti-aging strategies, their therapeutic outcomes have often been less than optimal. Consequently, discovering new targets to mitigate aging effects is of critical importance. We applied Mendelian randomization (MR) to identify potential pharmacological targets against aging, drawing upon summary statistics from both the Decode and FinnGen cohorts, with further validation in an additional cohort. To address potential reverse causality, bidirectional MR analysis"
-8,likely_primary,prot:abs|gwas:abs|denovo-pqtl,MR|PWAS|drug-target,2024,MED,38869147,10.1093/schbul/sbae094,Schizophrenia bulletin,Unraveling NEK4 as a Potential Drug Target in Schizophrenia and Bipolar I Disorder: A Proteomic and Genomic Approach.,"Zhang C, Yang Z, Li X, Zhao L, Guo W, Deng W, Wang Q, Hu X, Li M, Sham PC, Xiao X, Li T.",2024-08-01,"<h4>Background and hypothesis</h4>Investigating the shared brain protein and genetic components of schizophrenia (SCZ) and bipolar I disorder (BD-I) presents a unique opportunity to understand the underlying pathophysiological processes and pinpoint potential drug targets.<h4>Study design</h4>To identify overlapping susceptibility brain proteins in SCZ and BD-I, we carried out proteome-wide association studies (PWAS) and Mendelian Randomization (MR) by integrating human brain protein quantitative trait loci with large-scale genome-wide association studies for both disorders. We utilized transc"
-8,likely_mr,prot:abs|gwas:abs,MR|coloc|drug-target,2025,PPR,,10.1101/2025.09.23.25336398,"{'publisher': 'medRxiv', 'yearOfPublication': 2025}",Disentangling osteoarthritis-specific genetic effects from obesity to identify novel therapeutic targets,"Su C, Hasebe M, Tan D, Cao B, Liang K, Sasako T, Mooser V, Zhang W, Zhou S, Yoshiji S, Lu T, Butler-Laporte G.",2025-09-25,"Osteoarthritis (OA) significantly impairs mobility and quality of life for hundreds of millions of individuals. Given the limited non-surgical treatment options for OA, genetics may help identify new strategies for treatment. However, many genetic associations with OA arise from its genetic correlation with obesity (measured by body mass index [BMI]), which makes it difficult to find OA-specific genetic associations. This study used a genome-wide association study (GWAS)-by-subtraction approach to separate genetic effects specific to OA from those shared with BMI, using GWAS of 12 OA traits fr"
-8,likely_mr,prot:abs|gwas:abs|cohort,MR|drug-target|meta,2024,MED,39582071,10.1038/s41598-024-80697-4,Scientific reports,Unveiling therapeutic targets for spinal stenosis from genetic insights: a Mendelian randomization analysis.,"Fan Z, Chen B, Ding L, Guo H.",2024-11-24,"Spinal stenosis is a commonly chronic spinal degenerative disease, which is a major cause of pain and dysfunction in the elderly. Mendelian randomization (MR) has been widely applied to repurpose licensed drugs and identify novel therapeutic targets. Consequently, we intended to identify new therapeutic targets for spinal stenosis and to analyze their possible mechanisms and potential side effects.We conducted the Mendelian randomization analysis to identify potential drug targets for the management of spinal stenosis. Cis-expressed quantitative trait loci (cis-eQTL) data as genetic instrument"
-8,likely_mr,prot:title|gwas:abs,MR|coloc|drug-target|meta,2026,MED,41842707,10.1111/crj.70182,The clinical respiratory journal,Therapeutic Targets for Lung Squamous Cell Carcinoma: Proteome-Wide Mendelian Randomization and Potential Drug Prediction.,"Xiang T, Hu T, Sun J, Geng Q, Yang J, Jian Z.",2026-03-01,"<h4>Background</h4>Lung squamous cell carcinoma (LUSC) is one of the most prevalent subtypes of lung cancer, accounting for approximately 25%. Mendelian randomization (MR) analysis of plasma proteins can identify potential drug targets for LUSC.<h4>Methods</h4>We obtained genetic instruments for plasma proteins from a GWAS by Sun BB et al. conducted on 3301 healthy adults. GWAS summary statistics of LUSC were from ILCCO. We conducted a two-sample MR analysis to investigate the causal relationships between plasma proteins and the risk to LUSC. Colocalization analysis was used to test whether tw"
-8,likely_mr,prot:abs|gwas:abs,MR|coloc|meta,2023,MED,37996923,10.1186/s12967-023-04737-9,Journal of translational medicine,"TIE1 and TEK signalling, intraocular pressure, and primary open-angle glaucoma: a Mendelian randomization study.","Rajasundaram S, Zebardast N, Mehta P, Khawaja AP, Warwick A, Duchinski K, Burgess S, Gill D, Segrè AV, Wiggs J.",2023-11-24,"<h4>Background</h4>In primary open-angle glaucoma (POAG), lowering intraocular pressure (IOP) is the only proven way of slowing vision loss. Schlemm's canal (SC) is a hybrid vascular and lymphatic vessel that mediates aqueous humour drainage from the anterior ocular chamber. Animal studies support the importance of SC endothelial angiopoietin-TEK signalling, and more recently TIE1 signalling, in maintaining normal IOP. However, human genetic support for a causal role of TIE1 and TEK signalling in lowering IOP is currently lacking.<h4>Methods</h4>GWAS summary statistics were obtained for plasma"
-8,likely_mr,prot:abs|gwas:abs|cohort,MR|drug-target|meta,2024,MED,38730525,10.1002/clt2.12357,Clinical and translational allergy,Proteomic analysis reveals potential therapeutic targets for childhood asthma through Mendelian randomization.,"Wu YQ, Cai YX, Chen XL, Chen SQ, Huang XF, Lin ZL.",2024-05-01,"<h4>Background</h4>Asthma is the most common chronic disease among children and poses a significant threat to their health. This study aims to assess the relationship between various plasma proteins and childhood asthma, thereby identifying potential therapeutic targets.<h4>Methods</h4>Based on publicly available genome-wide association study summary statistics, we employed a two-sample Mendelian randomization (MR) approach to elucidate the causal relationship between plasma proteins and asthma. Mediation analysis was then conducted to evaluate the indirect influence of plasma proteins on chil"
-8,likely_mr,prot:abs|gwas:abs,MR|coloc|meta,2025,MED,41129298,10.1093/gerona/glaf234,"The journals of gerontology. Series A, Biological sciences and medical sciences",From mitochondrial dysfunction to frailty and sarcopenia: genetic evidence from multi-omics data via Mendelian randomization and colocalization.,"Wupuer A, Peng X, Wang J, Li Y, Kuribanjiang K, Yan S, Yang L.",2025-11-01,"Frailty and sarcopenia are age-related conditions linked to mitochondrial dysfunction, but their causal mechanisms remain poorly defined. This study aimed to identify mitochondrial-related genes causally associated with frailty and sarcopenia using comprehensive multi-omics approaches. We performed summary-data-based Mendelian randomization using genome-wide association study summary statistics for the frailty index and sarcopenia-related traits. Quantitative trait loci data for DNA methylation, gene expression, and plasma protein abundance were analyzed across 1136 mitochondrial-related genes"
-8,likely_mr,prot:abs|gwas:abs,MR|coloc|drug-target,2024,MED,39589413,10.1007/s00251-024-01360-w,Immunogenetics,Exploring the therapeutic potential of interleukin-6 receptor blockade in autoimmune diseases using drug target mendelian randomization.,"Li J, Liu Y, Xiao Z, Zang C, Li P, Xiao B, Zhou L.",2024-11-26,"The blockade of the interleukin 6 receptor (IL-6R) demonstrates significant potential in various autoimmune diseases (ADs); however, the underlying therapeutic efficacy associated with this approach remains elusive. We conducted a comprehensive Mendelian randomization (MR) analysis based on large-scale genome-wide association studies to investigate the causal relationships between genetically proxied IL-6R blockade weighted by serum C-reactive protein levels and eighteen common ADs. Rheumatoid arthritis, COVID-19 infection, and COVID-19 critical illness were utilized as positive controls. The "
-9,likely_pwas,prot:title|gwas:title|cohort,MR|PWAS|coloc|drug-target|meta,2026,MED,41540382,10.1186/s12014-026-09581-9,Clinical proteomics,Integrating human plasma proteomes with genome-wide association data implicates novel proteins and drug targets for rheumatoid arthritis.,"Ke X, Yao S, Wu H, Zheng X, Liu TY, Yang FF, Zhang K, Zheng ZH, Zhu P.",2026-01-15,"<h4>Background</h4>Genome-wide association studies (GWASs) have identified over 100 loci associated with rheumatoid arthritis (RA) risk. Nonetheless, the contribution of these loci to RA risk remains largely unknown, hampering the development of new therapeutics. As proteins are direct effectors of disease processes, we conducted the first large-scale proteome-wide association study (PWAS) to prioritize RA risk genes based on their effects on plasma protein abundance.<h4>Methods</h4>We integrated RA GWAS summary statistics (discovery: 22,350 cases and 74,823 controls; replication: 31,313 cases"
-9,likely_mr,prot:abs|gwas:abs|nproteins,MR|coloc|drug-target|meta,2026,MED,41650078,10.1097/md.0000000000047525,Medicine,Identification and genetic validation of potential therapeutic targets for pulmonary hypertension through multi-omics causal inference.,"Wu C, Zhao W, Zhu X, Li Y, Chen Z, Yan X.",2026-02-01,"Pulmonary hypertension (PH) underscores the urgent need for novel therapeutic targets. This study aimed to employ a proteome-wide Mendelian randomization (MR) approach to systematically identify circulating proteins causally associated with PH, thereby providing genetically validated candidate targets for drug development. We adopted a 2-sample MR design, integrating large-scale plasma proteomic quantitative trait loci (pQTL) data (encompassing 4148 proteins) and summary statistics from a large-scale PH genome-wide association study (2047 cases, 8301 controls). Candidate targets were screened "
